From_Category,To_Category,Ratio_of_human_to_shortest
C0021,C0068,2.25
C0021,C0070,1.3333333333333333
C0021,C0071,1.1666666666666667
C0021,C0072,1.5
C0021,C0073,1.3333333333333333
C0021,C0078,2.074074074074074
C0021,C0079,2.0
C0021,C0081,1.0
C0021,C0083,1.6666666666666667
C0021,C0084,1.3333333333333333
C0021,C0087,1.7777777777777777
C0021,C0091,4.117647058823529
C0021,C0095,4.666666666666667
C0021,C0098,1.2857142857142858
C0021,C0099,1.7777777777777777
C0021,C0102,2.3333333333333335
C0021,C0104,1.5833333333333333
C0021,C0105,1.5
C0021,C0107,1.6666666666666667
C0021,C0111,1.6666666666666667
C0021,C0112,2.5
C0021,C0113,1.0
C0021,C0115,1.0
C0021,C0117,1.9583333333333333
C0021,C0118,1.5263157894736843
C0021,C0119,2.1481481481481484
C0021,C0121,2.0
C0021,C0122,1.6
C0021,C0126,1.0
C0021,C0127,1.6666666666666667
C0021,C0129,1.8
C0021,C0132,3.5
C0021,C0134,1.6666666666666667
C0021,C0135,2.022222222222222
C0021,C0138,1.0
C0021,C0139,1.7142857142857142
C0021,C0143,2.0
C0021,C0144,2.4444444444444446
C0021,C0145,2.0
C0022,C0001,1.8042929292929293
C0022,C0002,2.0
C0022,C0003,1.3333333333333333
C0022,C0004,1.95
C0022,C0005,1.881188118811881
C0022,C0006,1.5172413793103448
C0022,C0007,1.728813559322034
C0022,C0008,1.7959183673469388
C0022,C0009,2.0416666666666665
C0022,C0010,1.5833333333333333
C0022,C0011,1.3333333333333333
C0022,C0012,1.4
C0022,C0013,1.6
C0022,C0014,1.8055555555555556
C0022,C0015,3.7142857142857144
C0022,C0016,1.76
C0022,C0017,2.0
C0022,C0019,1.5
C0022,C0022,1.0
C0022,C0024,2.6666666666666665
C0022,C0028,1.5
C0022,C0031,1.6666666666666667
C0022,C0033,1.4375
C0022,C0034,1.6153846153846154
C0022,C0039,2.5833333333333335
C0022,C0040,1.2857142857142858
C0022,C0041,1.25
C0022,C0042,2.6
C0022,C0045,1.5
C0022,C0046,1.7777777777777777
C0022,C0047,1.0
C0022,C0049,1.7
C0022,C0051,1.5862068965517242
C0022,C0053,1.7567567567567568
C0022,C0054,1.5714285714285714
C0022,C0055,1.5333333333333334
C0022,C0056,1.2
C0022,C0058,1.4285714285714286
C0022,C0059,2.0
C0022,C0061,1.75
C0022,C0062,2.1666666666666665
C0022,C0067,2.2142857142857144
C0022,C0068,2.142857142857143
C0022,C0070,2.25
C0022,C0071,1.5
C0022,C0072,1.5555555555555556
C0022,C0074,2.3
C0022,C0078,1.5833333333333333
C0022,C0081,1.2857142857142858
C0022,C0085,1.5
C0022,C0087,1.8888888888888888
C0022,C0088,1.1666666666666667
C0022,C0094,1.6666666666666667
C0022,C0096,1.3333333333333333
C0022,C0097,1.0
C0022,C0098,1.6
C0022,C0102,2.6666666666666665
C0022,C0103,1.4
C0022,C0104,1.0
C0022,C0107,1.4285714285714286
C0022,C0109,1.0
C0022,C0110,2.3333333333333335
C0022,C0113,5.0
C0022,C0115,2.0
C0022,C0117,1.7777777777777777
C0022,C0118,1.6923076923076923
C0022,C0119,1.875
C0022,C0120,1.3076923076923077
C0022,C0121,1.6956521739130435
C0022,C0122,1.896551724137931
C0022,C0123,1.6153846153846154
C0022,C0124,1.4285714285714286
C0022,C0126,3.5
C0022,C0127,1.0
C0022,C0128,1.3333333333333333
C0022,C0129,1.5
C0022,C0132,1.6818181818181819
C0022,C0133,1.7222222222222223
C0022,C0135,2.04
C0022,C0136,2.5
C0022,C0137,1.6666666666666667
C0022,C0138,1.5909090909090908
C0022,C0139,1.6862745098039216
C0022,C0140,2.2
C0022,C0143,2.2
C0022,C0144,1.5555555555555556
C0022,C0145,2.0
C0022,C0146,1.75
C0023,C0001,1.7037037037037037
C0023,C0003,2.0
C0023,C0004,1.5
C0023,C0005,1.509090909090909
C0023,C0006,2.3636363636363638
C0023,C0007,2.1219512195121952
C0023,C0008,1.6141732283464567
C0023,C0009,1.6666666666666667
C0023,C0010,1.7857142857142858
C0023,C0011,1.5454545454545454
C0023,C0013,2.0
C0023,C0014,1.5555555555555556
C0023,C0015,1.0
C0023,C0016,1.7943262411347518
C0023,C0019,2.5714285714285716
C0023,C0020,1.0
C0023,C0028,1.6
C0023,C0029,1.0
C0023,C0031,1.4615384615384615
C0023,C0034,2.3636363636363638
C0023,C0039,2.4761904761904763
C0023,C0040,3.2
C0023,C0042,1.2666666666666666
C0023,C0049,2.2857142857142856
C0023,C0051,1.4666666666666666
C0023,C0052,2.0
C0023,C0053,1.4705882352941178
C0023,C0054,1.625
C0023,C0055,1.1428571428571428
C0023,C0056,1.2857142857142858
C0023,C0057,1.75
C0023,C0058,1.0
C0023,C0059,2.466666666666667
C0023,C0062,1.1111111111111112
C0023,C0065,1.0
C0023,C0067,1.8571428571428572
C0023,C0070,1.6923076923076923
C0023,C0071,1.75
C0023,C0078,1.3
C0023,C0079,3.0
C0023,C0081,1.6
C0023,C0085,1.6666666666666667
C0023,C0086,1.25
C0023,C0087,2.0
C0023,C0094,1.6666666666666667
C0023,C0098,1.4193548387096775
C0023,C0101,2.0
C0023,C0102,2.25
C0023,C0104,1.3333333333333333
C0023,C0105,1.3636363636363635
C0023,C0108,1.5
C0023,C0109,2.0
C0023,C0110,1.3333333333333333
C0023,C0113,1.0
C0023,C0117,1.7115384615384615
C0023,C0118,2.388888888888889
C0023,C0119,1.704225352112676
C0023,C0120,2.2857142857142856
C0023,C0121,1.5384615384615385
C0023,C0122,1.3333333333333333
C0023,C0123,1.05
C0023,C0124,1.0
C0023,C0126,1.8571428571428572
C0023,C0129,1.375
C0023,C0132,1.3529411764705883
C0023,C0133,2.6666666666666665
C0023,C0134,2.4285714285714284
C0023,C0135,1.2727272727272727
C0023,C0138,1.5
C0023,C0139,2.2
C0023,C0140,3.0
C0023,C0143,1.5172413793103448
C0023,C0144,1.9444444444444444
C0023,C0146,1.1666666666666667
C0024,C0001,1.8101265822784811
C0024,C0003,2.6666666666666665
C0024,C0004,2.1666666666666665
C0024,C0005,1.3636363636363635
C0024,C0006,3.0
C0024,C0007,1.68
C0024,C0008,1.375
C0024,C0009,1.5333333333333334
C0024,C0010,2.0
C0024,C0014,1.5
C0024,C0015,3.0
C0024,C0016,2.3703703703703702
C0024,C0019,2.6666666666666665
C0024,C0024,1.0
C0024,C0025,2.75
C0024,C0026,1.0
C0024,C0032,3.0
C0024,C0038,1.625
C0024,C0040,2.1666666666666665
C0024,C0042,1.3333333333333333
C0024,C0046,1.6666666666666667
C0024,C0047,1.0
C0024,C0049,1.75
C0024,C0051,1.3333333333333333
C0024,C0052,1.5
C0024,C0053,1.0
C0024,C0054,1.6666666666666667
C0024,C0055,1.0
C0024,C0056,1.125
C0024,C0057,1.6666666666666667
C0024,C0062,1.6
C0024,C0064,1.0
C0024,C0065,1.4444444444444444
C0024,C0067,1.6666666666666667
C0024,C0076,2.0
C0024,C0078,2.0
C0024,C0099,1.0
C0024,C0102,1.6666666666666667
C0024,C0115,3.0
C0024,C0117,1.5
C0024,C0118,3.0
C0024,C0119,1.6666666666666667
C0024,C0120,1.75
C0024,C0122,1.0
C0024,C0123,1.0
C0024,C0126,1.6666666666666667
C0024,C0132,1.5
C0024,C0138,3.6666666666666665
C0024,C0139,2.3333333333333335
C0024,C0141,3.0
C0024,C0144,1.6666666666666667
C0024,C0146,1.6666666666666667
C0025,C0001,1.7185185185185186
C0025,C0002,1.1666666666666667
C0025,C0003,1.6666666666666667
C0025,C0004,2.0555555555555554
C0025,C0005,1.8181818181818181
C0025,C0006,1.0
C0025,C0007,1.8484848484848484
C0025,C0008,1.821917808219178
C0025,C0009,1.4
C0025,C0011,1.6
C0025,C0014,1.5
C0025,C0016,1.6825396825396826
C0025,C0017,1.1666666666666667
C0025,C0022,1.6666666666666667
C0025,C0028,1.3333333333333333
C0025,C0031,2.4166666666666665
C0025,C0035,1.0
C0025,C0040,1.6666666666666667
C0025,C0042,2.0714285714285716
C0025,C0043,4.0
C0025,C0045,1.125
C0025,C0049,1.5714285714285714
C0025,C0051,1.6666666666666667
C0025,C0052,1.5
C0025,C0053,1.6
C0025,C0054,1.3333333333333333
C0025,C0055,2.0
C0025,C0058,2.625
C0025,C0059,2.3
C0025,C0062,1.25
C0025,C0065,1.0
C0025,C0067,1.75
C0025,C0068,1.0
C0025,C0069,2.0
C0025,C0070,1.0
C0025,C0071,1.0
C0025,C0073,1.5
C0025,C0074,1.5
C0025,C0085,1.5
C0025,C0086,1.6666666666666667
C0025,C0093,4.0
C0025,C0098,1.0
C0025,C0101,1.5
C0025,C0105,1.1666666666666667
C0025,C0109,1.2
C0025,C0110,1.0
C0025,C0117,1.675
C0025,C0118,1.7857142857142858
C0025,C0119,1.5555555555555556
C0025,C0120,1.0
C0025,C0122,1.8571428571428572
C0025,C0123,1.75
C0025,C0124,2.5
C0025,C0126,1.75
C0025,C0130,2.1666666666666665
C0025,C0132,1.0
C0025,C0133,1.0
C0025,C0134,2.0
C0025,C0137,1.5
C0025,C0139,1.6363636363636365
C0025,C0140,2.3333333333333335
C0025,C0142,1.8
C0025,C0144,1.25
C0026,C0001,1.736462093862816
C0026,C0002,1.0
C0026,C0003,1.1666666666666667
C0026,C0004,2.4782608695652173
C0026,C0005,1.4615384615384615
C0026,C0006,2.4444444444444446
C0026,C0007,1.95
C0026,C0008,1.6285714285714286
C0026,C0009,1.5714285714285714
C0026,C0010,1.8333333333333333
C0026,C0011,1.5625
C0026,C0012,1.5714285714285714
C0026,C0013,3.0
C0026,C0014,1.4426229508196722
C0026,C0015,1.7142857142857142
C0026,C0016,1.7674418604651163
C0026,C0017,1.0
C0026,C0019,1.25
C0026,C0022,1.0
C0026,C0027,2.0
C0026,C0028,1.5
C0026,C0031,2.6315789473684212
C0026,C0032,1.0
C0026,C0033,2.1
C0026,C0034,2.9285714285714284
C0026,C0035,1.5
C0026,C0040,1.8571428571428572
C0026,C0042,1.6666666666666667
C0026,C0043,1.875
C0026,C0044,2.0
C0026,C0048,2.3
C0026,C0049,1.75
C0026,C0051,1.75
C0026,C0052,2.0
C0026,C0053,1.4761904761904763
C0026,C0054,1.1111111111111112
C0026,C0055,1.6
C0026,C0056,1.3636363636363635
C0026,C0057,1.5
C0026,C0059,2.4
C0026,C0062,2.2857142857142856
C0026,C0063,1.3333333333333333
C0026,C0064,1.5
C0026,C0065,1.4666666666666666
C0026,C0067,1.875
C0026,C0073,1.3333333333333333
C0026,C0074,1.5
C0026,C0076,1.8333333333333333
C0026,C0081,2.0
C0026,C0084,1.6666666666666667
C0026,C0085,1.0
C0026,C0089,3.0
C0026,C0093,1.6666666666666667
C0026,C0096,1.6666666666666667
C0026,C0098,1.1111111111111112
C0026,C0102,2.0
C0026,C0103,1.3333333333333333
C0026,C0105,1.3076923076923077
C0026,C0107,1.4166666666666667
C0026,C0110,1.3333333333333333
C0026,C0111,1.2
C0026,C0112,3.0
C0026,C0114,1.3333333333333333
C0026,C0116,1.6666666666666667
C0026,C0117,1.7647058823529411
C0026,C0118,1.826086956521739
C0026,C0119,1.7530864197530864
C0026,C0120,1.4615384615384615
C0026,C0121,1.8333333333333333
C0026,C0122,1.2307692307692308
C0026,C0123,1.6
C0026,C0127,2.0
C0026,C0129,1.6666666666666667
C0026,C0130,1.8888888888888888
C0026,C0131,2.0
C0026,C0132,2.0
C0026,C0133,2.0
C0026,C0134,1.75
C0026,C0135,1.5
C0026,C0137,1.6666666666666667
C0026,C0138,1.5
C0026,C0139,1.894736842105263
C0026,C0142,2.0
C0026,C0143,1.7692307692307692
C0026,C0144,1.2222222222222223
C0026,C0145,1.7777777777777777
C0026,C0146,2.5555555555555554
C0027,C0001,1.7855530474040633
C0027,C0002,1.0
C0027,C0003,2.0
C0027,C0004,1.6842105263157894
C0027,C0005,2.0
C0027,C0006,2.1666666666666665
C0027,C0007,3.0
C0027,C0008,1.9540229885057472
C0027,C0009,1.7142857142857142
C0027,C0010,1.0833333333333333
C0027,C0012,1.125
C0027,C0013,1.6666666666666667
C0027,C0014,1.3157894736842106
C0027,C0015,1.368421052631579
C0027,C0016,1.8376623376623376
C0027,C0017,1.0
C0027,C0022,2.0
C0027,C0023,2.3333333333333335
C0027,C0029,1.0
C0027,C0031,1.6
C0027,C0032,1.6666666666666667
C0027,C0034,2.6666666666666665
C0027,C0037,1.0
C0027,C0039,3.5
C0027,C0049,1.9375
C0027,C0051,2.3
C0027,C0052,1.625
C0027,C0053,2.473684210526316
C0027,C0054,3.0
C0027,C0055,1.2307692307692308
C0027,C0056,1.3333333333333333
C0027,C0059,2.0
C0027,C0061,2.2
C0027,C0063,1.3333333333333333
C0027,C0065,2.75
C0027,C0067,1.75
C0027,C0068,1.5
C0027,C0071,1.0
C0027,C0074,1.5555555555555556
C0027,C0078,1.0833333333333333
C0027,C0088,1.0
C0027,C0089,2.0
C0027,C0093,1.3333333333333333
C0027,C0096,1.0
C0027,C0098,1.0
C0027,C0102,1.0
C0027,C0103,1.3333333333333333
C0027,C0104,1.0
C0027,C0105,1.1111111111111112
C0027,C0107,2.2857142857142856
C0027,C0109,1.0
C0027,C0111,1.6666666666666667
C0027,C0113,1.3333333333333333
C0027,C0115,1.25
C0027,C0117,1.7375
C0027,C0118,2.0
C0027,C0119,1.9047619047619047
C0027,C0120,1.7777777777777777
C0027,C0121,1.5
C0027,C0122,2.8
C0027,C0123,1.3333333333333333
C0027,C0126,1.0
C0027,C0127,1.0
C0027,C0129,1.7142857142857142
C0027,C0130,1.7777777777777777
C0027,C0132,1.8214285714285714
C0027,C0134,1.6153846153846154
C0027,C0135,1.6666666666666667
C0027,C0138,2.0
C0027,C0139,2.0
C0027,C0142,1.3333333333333333
C0027,C0143,3.0
C0027,C0144,2.2142857142857144
C0027,C0146,1.6111111111111112
C0028,C0001,1.7301038062283738
C0028,C0002,2.2857142857142856
C0028,C0003,1.9047619047619047
C0028,C0004,1.7826086956521738
C0028,C0005,1.8181818181818181
C0028,C0006,1.75
C0028,C0007,1.60625
C0028,C0008,1.6638655462184875
C0028,C0009,1.5584415584415585
C0028,C0010,1.6764705882352942
C0028,C0011,1.7692307692307692
C0028,C0012,1.0
C0028,C0013,1.0
C0028,C0014,2.021276595744681
C0028,C0015,1.5714285714285714
C0028,C0016,1.7581967213114753
C0028,C0017,2.2857142857142856
C0028,C0019,2.25
C0028,C0020,1.6666666666666667
C0028,C0021,1.3333333333333333
C0028,C0022,2.0869565217391304
C0028,C0023,1.0
C0028,C0024,1.6666666666666667
C0028,C0028,2.1818181818181817
C0028,C0029,1.0
C0028,C0030,1.5
C0028,C0031,1.8571428571428572
C0028,C0032,1.6666666666666667
C0028,C0033,1.5
C0028,C0034,1.8
C0028,C0035,2.5
C0028,C0037,1.3333333333333333
C0028,C0038,1.6666666666666667
C0028,C0040,2.0
C0028,C0041,1.37
C0028,C0042,2.125
C0028,C0045,1.8571428571428572
C0028,C0046,1.3333333333333333
C0028,C0048,3.0
C0028,C0049,2.111111111111111
C0028,C0051,2.0303030303030303
C0028,C0052,1.4615384615384615
C0028,C0053,1.5
C0028,C0054,1.6111111111111112
C0028,C0055,1.6923076923076923
C0028,C0056,1.1111111111111112
C0028,C0057,1.7272727272727273
C0028,C0058,1.8
C0028,C0059,1.75
C0028,C0061,1.0
C0028,C0062,1.8
C0028,C0063,2.0
C0028,C0064,1.5
C0028,C0065,1.8148148148148149
C0028,C0067,1.6
C0028,C0068,1.0
C0028,C0069,1.5
C0028,C0070,1.0
C0028,C0072,1.375
C0028,C0073,1.2727272727272727
C0028,C0074,1.3333333333333333
C0028,C0075,1.0
C0028,C0076,1.625
C0028,C0078,1.8333333333333333
C0028,C0079,1.6
C0028,C0081,1.7272727272727273
C0028,C0085,2.0
C0028,C0088,1.0
C0028,C0091,4.166666666666667
C0028,C0092,3.0
C0028,C0093,2.0
C0028,C0095,1.6666666666666667
C0028,C0098,1.7
C0028,C0099,2.0
C0028,C0100,2.0
C0028,C0101,1.0
C0028,C0102,2.1666666666666665
C0028,C0103,2.0
C0028,C0104,1.6666666666666667
C0028,C0105,1.7857142857142858
C0028,C0107,2.3333333333333335
C0028,C0109,1.5
C0028,C0111,1.0
C0028,C0112,1.5
C0028,C0113,1.7222222222222223
C0028,C0115,1.5
C0028,C0117,1.778443113772455
C0028,C0118,1.7083333333333333
C0028,C0119,1.7169811320754718
C0028,C0121,2.3333333333333335
C0028,C0122,1.4411764705882353
C0028,C0123,2.0
C0028,C0124,1.8
C0028,C0125,1.6666666666666667
C0028,C0126,1.8333333333333333
C0028,C0128,1.5714285714285714
C0028,C0129,1.6153846153846154
C0028,C0130,1.5
C0028,C0131,1.3333333333333333
C0028,C0132,1.7894736842105263
C0028,C0133,1.7037037037037037
C0028,C0134,2.2222222222222223
C0028,C0135,1.8571428571428572
C0028,C0136,1.8
C0028,C0137,2.2
C0028,C0138,1.3333333333333333
C0028,C0139,1.7333333333333334
C0028,C0140,1.8333333333333333
C0028,C0142,1.0
C0028,C0143,1.5185185185185186
C0028,C0144,2.4285714285714284
C0028,C0146,1.8235294117647058
C0029,C0001,1.8151658767772512
C0029,C0003,1.0
C0029,C0004,1.3055555555555556
C0029,C0005,1.525
C0029,C0006,1.5909090909090908
C0029,C0007,2.0
C0029,C0008,1.8088235294117647
C0029,C0009,2.3846153846153846
C0029,C0010,1.1666666666666667
C0029,C0011,1.8235294117647058
C0029,C0012,1.75
C0029,C0013,1.5
C0029,C0014,2.2
C0029,C0015,2.1
C0029,C0016,1.7245508982035929
C0029,C0019,1.0
C0029,C0026,1.0
C0029,C0028,1.5
C0029,C0029,1.0
C0029,C0030,1.3333333333333333
C0029,C0031,1.36
C0029,C0032,1.0
C0029,C0034,1.8148148148148149
C0029,C0035,1.2857142857142858
C0029,C0038,2.4444444444444446
C0029,C0040,1.7857142857142858
C0029,C0041,2.4444444444444446
C0029,C0042,1.8
C0029,C0045,1.3333333333333333
C0029,C0046,2.0
C0029,C0048,1.7777777777777777
C0029,C0049,2.3333333333333335
C0029,C0051,1.3333333333333333
C0029,C0053,1.4230769230769231
C0029,C0054,1.4
C0029,C0055,1.7586206896551724
C0029,C0056,2.130434782608696
C0029,C0057,2.0
C0029,C0058,2.0
C0029,C0059,2.3125
C0029,C0060,1.5
C0029,C0062,1.3333333333333333
C0029,C0065,2.0
C0029,C0067,2.75
C0029,C0068,1.5
C0029,C0072,3.5
C0029,C0073,2.0
C0029,C0074,1.5714285714285714
C0029,C0075,1.1666666666666667
C0029,C0081,1.8888888888888888
C0029,C0082,1.5
C0029,C0086,2.5
C0029,C0090,1.5
C0029,C0094,2.5
C0029,C0101,1.75
C0029,C0102,3.1818181818181817
C0029,C0104,1.5
C0029,C0105,1.4285714285714286
C0029,C0107,1.3333333333333333
C0029,C0109,1.1666666666666667
C0029,C0110,1.6666666666666667
C0029,C0114,1.5
C0029,C0115,2.25
C0029,C0117,1.8157894736842106
C0029,C0118,1.6730769230769231
C0029,C0119,1.6153846153846154
C0029,C0121,1.4
C0029,C0122,1.6
C0029,C0123,1.5454545454545454
C0029,C0124,1.5
C0029,C0125,4.0
C0029,C0126,1.7777777777777777
C0029,C0128,2.25
C0029,C0129,1.8181818181818181
C0029,C0130,1.375
C0029,C0133,1.8333333333333333
C0029,C0134,2.111111111111111
C0029,C0135,1.8
C0029,C0137,1.8571428571428572
C0029,C0139,1.6730769230769231
C0029,C0143,1.9166666666666667
C0029,C0144,1.5714285714285714
C0029,C0145,1.0
C0029,C0146,1.5
C0030,C0001,1.7434640522875817
C0030,C0003,1.1428571428571428
C0030,C0004,1.5862068965517242
C0030,C0005,1.4625
C0030,C0006,2.2857142857142856
C0030,C0007,2.011627906976744
C0030,C0008,1.567251461988304
C0030,C0009,1.8548387096774193
C0030,C0010,1.0
C0030,C0011,1.0
C0030,C0013,2.6666666666666665
C0030,C0014,1.6981132075471699
C0030,C0015,1.5714285714285714
C0030,C0016,2.0694444444444446
C0030,C0019,1.0
C0030,C0021,1.0
C0030,C0022,1.3333333333333333
C0030,C0027,1.3333333333333333
C0030,C0028,1.3333333333333333
C0030,C0029,1.6
C0030,C0030,1.875
C0030,C0031,1.5
C0030,C0032,2.2222222222222223
C0030,C0034,2.3333333333333335
C0030,C0039,1.0
C0030,C0040,1.0
C0030,C0042,2.212121212121212
C0030,C0044,1.3333333333333333
C0030,C0046,1.6666666666666667
C0030,C0047,1.4444444444444444
C0030,C0049,1.5
C0030,C0050,1.0
C0030,C0051,1.5555555555555556
C0030,C0052,2.4545454545454546
C0030,C0053,1.75
C0030,C0054,1.0
C0030,C0055,1.4464285714285714
C0030,C0056,2.0
C0030,C0057,1.75
C0030,C0058,1.0
C0030,C0059,1.375
C0030,C0060,2.3333333333333335
C0030,C0061,1.3333333333333333
C0030,C0062,1.1666666666666667
C0030,C0065,1.75
C0030,C0067,2.0
C0030,C0068,1.0
C0030,C0070,1.5
C0030,C0073,1.9523809523809523
C0030,C0074,1.6666666666666667
C0030,C0078,1.0
C0030,C0080,1.0
C0030,C0087,2.3333333333333335
C0030,C0089,3.0
C0030,C0093,1.3333333333333333
C0030,C0099,1.0
C0030,C0102,2.0952380952380953
C0030,C0103,1.0
C0030,C0105,1.6666666666666667
C0030,C0109,1.4444444444444444
C0030,C0111,1.6666666666666667
C0030,C0114,1.0
C0030,C0117,2.1403508771929824
C0030,C0118,1.3333333333333333
C0030,C0119,1.9166666666666667
C0030,C0120,1.5
C0030,C0122,1.0
C0030,C0123,1.4464285714285714
C0030,C0128,2.0
C0030,C0129,1.5555555555555556
C0030,C0132,1.0
C0030,C0133,2.0
C0030,C0135,3.111111111111111
C0030,C0137,2.185185185185185
C0030,C0139,1.3333333333333333
C0030,C0144,1.9166666666666667
C0031,C0001,1.7546699875466998
C0031,C0003,1.4318181818181819
C0031,C0004,1.6842105263157894
C0031,C0005,1.6551724137931034
C0031,C0006,2.176470588235294
C0031,C0007,1.8923444976076556
C0031,C0008,1.6042296072507554
C0031,C0009,2.252212389380531
C0031,C0010,1.5890410958904109
C0031,C0011,1.5783132530120483
C0031,C0012,1.5294117647058822
C0031,C0013,1.5666666666666667
C0031,C0014,1.5587301587301587
C0031,C0015,1.6140350877192982
C0031,C0016,1.8002183406113537
C0031,C0019,1.64
C0031,C0020,1.0
C0031,C0021,1.2
C0031,C0022,1.3333333333333333
C0031,C0023,1.0
C0031,C0024,1.6666666666666667
C0031,C0025,1.0
C0031,C0026,1.6842105263157894
C0031,C0027,1.25
C0031,C0028,1.875
C0031,C0029,2.0
C0031,C0031,1.8043478260869565
C0031,C0032,2.4375
C0031,C0033,1.6956521739130435
C0031,C0034,2.606060606060606
C0031,C0035,1.6153846153846154
C0031,C0038,1.778688524590164
C0031,C0039,1.9
C0031,C0040,2.15
C0031,C0041,1.2777777777777777
C0031,C0042,2.079646017699115
C0031,C0043,2.8333333333333335
C0031,C0044,2.1666666666666665
C0031,C0045,1.7142857142857142
C0031,C0046,1.5625
C0031,C0047,2.1333333333333333
C0031,C0048,1.3571428571428572
C0031,C0049,1.6434108527131783
C0031,C0051,2.0
C0031,C0052,1.9777777777777779
C0031,C0053,1.4179104477611941
C0031,C0054,1.434782608695652
C0031,C0055,1.72
C0031,C0056,1.4259259259259258
C0031,C0057,1.3
C0031,C0058,1.7058823529411764
C0031,C0059,1.6666666666666667
C0031,C0060,1.0
C0031,C0061,1.75
C0031,C0062,1.4285714285714286
C0031,C0063,1.5625
C0031,C0064,1.75
C0031,C0065,2.340909090909091
C0031,C0066,1.0
C0031,C0067,1.7777777777777777
C0031,C0068,4.325
C0031,C0069,2.6666666666666665
C0031,C0070,1.6
C0031,C0071,1.2
C0031,C0072,2.0
C0031,C0073,1.2666666666666666
C0031,C0074,1.3076923076923077
C0031,C0075,2.0
C0031,C0076,2.0714285714285716
C0031,C0078,1.3829787234042554
C0031,C0079,1.6666666666666667
C0031,C0081,1.8148148148148149
C0031,C0082,1.5
C0031,C0083,1.0
C0031,C0084,1.1666666666666667
C0031,C0085,1.5555555555555556
C0031,C0086,1.5185185185185186
C0031,C0087,2.1666666666666665
C0031,C0088,1.6
C0031,C0089,1.4615384615384615
C0031,C0090,1.1666666666666667
C0031,C0091,1.3333333333333333
C0031,C0092,1.411764705882353
C0031,C0093,3.2
C0031,C0095,1.8333333333333333
C0031,C0096,1.5
C0031,C0097,1.6666666666666667
C0031,C0098,1.5
C0031,C0099,2.1818181818181817
C0031,C0101,2.0
C0031,C0102,1.7586206896551724
C0031,C0103,1.3076923076923077
C0031,C0104,1.3333333333333333
C0031,C0105,1.5
C0031,C0106,1.6666666666666667
C0031,C0107,1.2666666666666666
C0031,C0108,1.5
C0031,C0109,1.3225806451612903
C0031,C0110,1.1666666666666667
C0031,C0111,1.0
C0031,C0112,2.6666666666666665
C0031,C0113,1.8
C0031,C0114,1.5263157894736843
C0031,C0115,1.7692307692307692
C0031,C0116,1.2857142857142858
C0031,C0117,1.7513812154696133
C0031,C0118,1.8342245989304813
C0031,C0119,1.9086021505376345
C0031,C0120,1.5303030303030303
C0031,C0121,2.1481481481481484
C0031,C0122,1.3636363636363635
C0031,C0123,1.7619047619047619
C0031,C0124,1.6666666666666667
C0031,C0125,1.2857142857142858
C0031,C0126,1.975
C0031,C0127,1.5714285714285714
C0031,C0128,1.7
C0031,C0129,1.9027777777777777
C0031,C0130,1.7313432835820894
C0031,C0131,2.6666666666666665
C0031,C0132,1.9795918367346939
C0031,C0133,1.8333333333333333
C0031,C0134,1.72
C0031,C0135,1.162162162162162
C0031,C0137,1.6818181818181819
C0031,C0138,2.238095238095238
C0031,C0139,1.6616541353383458
C0031,C0140,2.4166666666666665
C0031,C0141,1.8888888888888888
C0031,C0143,2.272727272727273
C0031,C0144,1.7450980392156863
C0031,C0145,1.4516129032258065
C0031,C0146,1.7037037037037037
C0032,C0001,1.7715019255455713
C0032,C0002,2.0
C0032,C0003,2.0
C0032,C0004,1.5161290322580645
C0032,C0005,1.7878787878787878
C0032,C0006,1.3548387096774193
C0032,C0007,1.78125
C0032,C0008,1.4666666666666666
C0032,C0009,1.9310344827586208
C0032,C0010,2.24031007751938
C0032,C0011,1.2666666666666666
C0032,C0012,2.5555555555555554
C0032,C0013,1.6
C0032,C0014,1.5961538461538463
C0032,C0015,1.411764705882353
C0032,C0016,1.7662337662337662
C0032,C0017,2.0
C0032,C0019,2.0
C0032,C0023,1.75
C0032,C0026,1.625
C0032,C0029,1.4
C0032,C0031,1.4285714285714286
C0032,C0032,1.0
C0032,C0033,1.0
C0032,C0034,1.4583333333333333
C0032,C0038,3.0
C0032,C0041,1.0416666666666667
C0032,C0042,2.1176470588235294
C0032,C0045,1.5454545454545454
C0032,C0049,1.4230769230769231
C0032,C0051,2.0714285714285716
C0032,C0052,1.4
C0032,C0053,1.6666666666666667
C0032,C0054,1.1666666666666667
C0032,C0055,1.2727272727272727
C0032,C0056,1.5
C0032,C0057,2.125
C0032,C0059,1.375
C0032,C0060,1.2
C0032,C0062,1.0
C0032,C0064,1.0
C0032,C0065,1.5833333333333333
C0032,C0067,3.0
C0032,C0068,1.96875
C0032,C0070,1.0
C0032,C0072,1.0
C0032,C0073,1.6666666666666667
C0032,C0074,1.6666666666666667
C0032,C0075,1.3333333333333333
C0032,C0078,1.1538461538461537
C0032,C0079,2.3893805309734515
C0032,C0081,1.1666666666666667
C0032,C0083,1.5
C0032,C0085,1.0
C0032,C0088,1.6666666666666667
C0032,C0089,1.5
C0032,C0094,1.5
C0032,C0098,1.125
C0032,C0099,1.3333333333333333
C0032,C0100,1.6666666666666667
C0032,C0102,2.0
C0032,C0103,1.0
C0032,C0104,1.5
C0032,C0105,1.1666666666666667
C0032,C0107,1.3333333333333333
C0032,C0110,2.5714285714285716
